Vietnamese,Anger,Disgust,Fear,Enjoyment,Sadness,Surprise,
nhựa thơm,0,0,0,1,0,0,1
nhức óc,1,1,1,0,0,0,3
nổi lênh đênh,1,0,1,1,0,0,3
nơi tôn nghiêm,0,0,0,1,0,0,1
ô nhiễm,0,1,1,0,1,0,3
ở thiên đường,0,0,0,1,0,0,1
ốc đảo,0,0,0,1,0,0,1
ốm yếu,1,0,1,0,1,0,3
phá,1,0,1,0,0,1,3
phá hoại,1,0,1,0,1,0,3
phá hỏng,1,0,1,0,1,0,3
phá hủy,1,0,1,0,1,0,3
phá sản,0,0,1,0,1,1,3
phạm tội,1,1,1,0,0,0,3
phấn khởi,0,0,0,1,0,1,2
phán quyết,0,0,0,1,0,0,1
phần tốt nhất,0,0,0,1,0,1,2
phao,0,0,0,1,0,1,2
phát triển,0,0,0,1,0,0,1
phẫu thuật,0,0,1,0,1,0,2
phép mầu,0,0,0,1,0,1,2
phi sản xuất,1,1,0,0,1,0,3
phi thường,0,0,0,1,0,1,2
phiền muộn,1,0,1,0,1,0,3
phiêu bạt,0,0,1,0,1,0,2
phong tê thấp,0,1,0,0,1,0,2
phóng thích,0,0,0,1,0,1,2
phu nhân,1,1,0,0,0,0,2
phụ tình,1,1,0,0,1,0,3
phục kích,1,0,1,0,0,1,3
phước lành,0,0,0,1,0,0,1
quà tặng,0,0,0,1,0,1,2
quá tuyệt vời,0,0,0,1,0,1,2
quái đản,0,1,1,0,0,1,3
quang vinh,0,0,0,1,0,0,1
quen thuộc,0,0,0,1,0,0,1
quý giá,0,0,0,1,0,1,2
quý trọng,0,0,0,1,1,0,2
rađiô,1,0,0,0,0,1,2
rẻ,0,0,0,1,0,1,2
rối loạn,1,0,1,0,1,0,3
rối như tơ vò,1,1,0,0,0,1,3
rực rỡ,0,0,0,1,0,0,1
rùng rợn,0,1,1,0,0,1,3
ruy băng,1,0,0,1,0,0,2
sai luật,1,1,1,0,0,0,3
sẫm lại,0,0,1,0,1,0,2
sạm lại,0,0,1,0,1,0,2
sậm lại,0,0,1,0,1,0,2
sẳn lòng,0,0,0,1,0,0,1
sản lượng cao,0,0,0,1,0,1,2
sẵn sàng,0,0,0,1,0,0,1
sáng,0,0,0,1,0,1,2
sáng chói,0,0,0,1,0,0,1
say mê,0,0,0,1,0,0,1
siêu phàm,0,0,0,1,0,1,2
siêu việt,0,0,0,1,0,0,1
sô cô la,0,0,0,1,0,0,1
số may,0,0,0,1,0,1,2
sở trường,0,1,0,1,0,0,2
sôi nổi,0,0,0,1,0,1,2
soi sáng,0,0,0,1,0,1,2
sự ám sát,1,0,1,0,1,0,3
sự đau đớn,1,0,1,0,1,0,3
sự giáng sinh của chúa,0,0,0,1,0,0,1
sự suy sụp,1,1,1,0,0,0,3
sự xua đuổi,1,1,0,0,1,0,3
sưng,0,1,1,0,0,0,2
sùng bái,0,0,0,1,0,0,1
sùng đạo,0,0,0,1,0,0,1
sung mãn,0,0,0,1,0,1,2
sung sướng,0,0,0,1,0,0,1
sưng tấy,0,1,1,0,0,0,2
sụp đổ,0,0,1,0,1,1,3
taán tỉnh,0,0,0,1,0,0,1
tai ách,0,1,1,0,1,0,3
tai họa,0,1,1,0,1,0,3
tai nạn,0,1,1,0,1,0,3
tai ương,1,1,1,0,0,0,3
tâm sự,0,0,1,1,0,0,2
tàn bạo,1,1,1,0,0,0,3
tàn phá,1,0,1,0,1,0,3
tê liệt,0,1,1,0,1,0,3
teo đi,0,1,1,0,1,0,3
teo tóp,0,1,0,0,1,1,3
thạch tím,0,1,1,0,1,0,3
tham vọng,0,0,0,1,0,0,1
thần kì,0,0,0,1,0,1,2
thân mật,0,0,0,1,0,0,1
thần thánh,0,0,0,1,0,0,1
thân thiện,0,0,0,1,0,0,1
thân thiết,0,0,0,1,0,0,1
thanh danh,0,0,0,1,0,0,1
Thánh địa,0,0,0,1,0,0,1
thành tâm,0,0,0,1,1,0,2
thành tích,0,0,0,1,0,0,1
thanh toán,0,0,0,1,0,0,1
thành tựu,0,0,0,1,0,0,1
thấp khớp,0,1,0,0,1,0,2
thất kinh,0,1,1,0,0,1,3
thất thường,1,0,1,0,1,0,3
thất trận,1,1,0,0,1,0,3
thất vọng,1,0,1,0,1,0,3
thấy trước,0,0,0,0,0,1,1
thêu dệt,1,1,0,1,0,0,3
thích thú,0,0,0,1,0,0,1
thiêng,0,0,0,1,0,0,1
thiêng liêng,0,0,0,1,0,0,1
thiếu công bằng,1,1,0,0,0,0,2
thiếu công tâm,1,1,0,0,0,0,2
thiếu thốn tình cảm,0,1,0,0,1,0,2
thô tục,1,1,0,0,0,1,3
thống khổ,1,0,1,0,1,0,3
thông minh,0,0,0,1,0,0,1
thống trị,1,0,1,0,0,0,2
thù nghịch,1,1,1,0,0,0,3
thủ tiêu,1,0,1,0,1,0,3
thứ xấu,1,1,1,0,0,0,3
thuận lợi,0,0,0,1,0,0,1
thuốc bổ,0,0,0,1,0,0,1
thuộc loại sang,0,0,0,1,0,1,2
thuộc loại sang trọng,0,0,0,1,0,1,2
thương tích,1,0,1,0,1,0,3
thuỷ chung,0,0,0,1,0,0,1
tỉ mỉ,0,0,0,1,0,0,1
tiền lương,0,0,0,1,0,0,1
tiên tiến,0,0,0,1,0,0,1
tiếng cười,0,0,0,1,0,1,2
tiếng đi nặng nề,0,1,1,0,1,0,3
tiêu diệt,1,0,1,0,1,0,3
tiêu hủy,1,0,1,0,1,0,3
tìm hiểu,0,0,0,1,0,0,1
tin cây,0,0,1,1,0,0,2
tính ác,1,1,1,0,0,0,3
tình dục,0,0,0,1,0,0,1
tinh hoa,0,0,0,1,0,1,2
tỉnh lại,0,0,0,1,0,0,1
tình sự,0,0,0,1,0,0,1
tinh tú,0,0,0,1,0,0,1
tinh túy,0,0,0,1,0,1,2
tinh xảo,0,0,0,1,0,1,2
tỏ tình,0,0,0,1,0,0,1
toàn năng,0,0,0,0,0,1,1
tối lại,0,0,1,0,1,0,2
tôn phong,0,0,0,1,0,0,1
tôn sùng,0,0,0,1,0,0,1
tôn thờ,0,0,0,1,0,0,1
tôn trọng,0,0,0,1,0,0,1
trả tiền,0,0,0,1,0,0,1
trái phép,1,1,1,0,0,0,3
trái ý,1,1,0,0,1,0,3
triị bệnh,0,0,1,0,0,0,1
trò hề,0,0,0,1,0,1,2
trở thành nhẫn tâm,1,1,1,0,0,0,3
trôi giạt,0,0,1,0,1,0,2
trọng vọng,0,0,0,1,0,0,1
trung bình,0,1,0,0,1,0,2
trường tồn,0,0,0,0,0,1,1
tự hào,0,0,0,1,0,0,1
tước đoạt,1,0,1,0,1,0,3
tươi sáng,0,0,0,1,0,1,2
tuyệt diệu,0,0,0,1,0,1,2
tuyệt hảo,0,1,0,1,0,0,2
tuyệt phẩm,0,0,0,1,0,0,1
tuyệt trần,0,0,0,1,0,1,2
tuyệt vọng,0,1,1,0,0,0,2
tỷ mỉ,0,0,0,1,0,0,1
u tối,0,1,1,0,1,0,3
ưa nhục dục,1,1,1,0,0,0,3
ưu thế,1,0,0,1,0,0,2
va chạm,1,0,1,0,1,0,3
vàng,0,0,0,1,0,0,1
vết thương,1,0,1,0,1,0,3
vĩ đại,0,0,0,1,0,1,2
vị đắng,1,1,0,0,1,0,3
vi khuẩn,0,1,1,0,1,0,3
viêm khớp,0,1,0,0,1,0,2
viêm nhiễm,0,1,1,0,0,0,2
viêm tấy,0,1,1,0,0,0,2
viễn chinh,0,0,1,1,0,1,3
vĩnh hằng,0,0,0,0,0,1,1
vô cực,0,0,0,1,0,0,1
vô cùng,1,0,0,0,0,0,1
vô giá,0,0,0,1,0,1,2
vô lại,1,1,1,0,0,0,3
vô phương cứu chữa,0,0,1,0,1,0,2
vô tận,0,0,0,1,0,0,1
vỗ tay,0,0,0,1,0,1,2
vô vọng,0,1,1,0,0,0,2
vũ khí,1,0,1,0,0,0,2
vụ nổ,1,0,1,0,0,1,3
vũ trang,1,0,1,0,0,0,2
vua,0,1,0,0,0,0,1
vừa vặn,0,0,0,1,0,0,1
vui mừng,0,0,0,1,0,0,1
xác xơ,0,1,0,0,1,1,3
xấu xa,1,1,1,0,0,0,3
xem xét,0,0,0,1,0,0,1
xiên xẹo,1,1,0,0,1,0,3
xơ xác,0,1,0,0,1,1,3
xóc,0,1,0,0,0,1,2
xuất hiện,0,0,0,1,0,0,1
xúc động,0,0,0,1,0,1,2
xuống cấp,0,1,1,0,1,0,3
yếu kém,0,1,1,0,1,0,3
ác,1,1,0,0,0,0,2
ai oán,1,1,0,0,0,0,2
ầm ầm,1,1,0,0,0,0,2
ấm áp,0,0,0,1,0,0,1
ấm cúng,0,0,0,1,0,0,1
ảm đạm,0,1,0,0,1,0,2
ám sát,1,0,1,0,0,0,2
âm tính,0,0,0,1,0,0,1
an toàn,0,0,0,1,0,0,1
ào ào,1,1,0,0,0,0,2
áo giáp,0,0,1,0,0,0,1
ảo não,0,0,0,0,1,0,1
ảo tưởng,1,0,1,0,0,0,2
âu sầu,0,1,0,0,1,0,2
âu yếm,0,0,0,1,0,0,1
áy náy,0,0,1,0,1,0,2
bả,0,0,1,0,0,0,1
bạ đâu vứt đấy,1,1,0,0,0,0,2
ba que xỏ lá,1,1,0,0,0,0,2
bạc bẽo,0,1,0,0,1,0,2
Bạch Mã hoàng tử,0,0,0,1,0,1,2
bài bạc,1,1,0,0,0,0,2
bại liệt,0,0,1,0,1,0,2
bầm tím,0,1,0,0,1,0,2
bạn,0,0,0,1,0,0,1
bẩn be bét,0,0,0,0,0,1,1
bẩn bê bết,0,0,0,0,0,1,1
bần cùng,0,0,1,0,1,0,2
bạn đồng hành,0,0,0,1,0,0,1
bẳn gắt,1,1,0,0,0,0,2
bản lĩnh,0,0,0,0,0,0,0
bắn phá,1,0,1,0,0,0,2
bẳn tính,1,1,0,0,0,0,2
báng bổ,1,1,0,0,0,0,2
bằng một tai,1,1,0,0,0,0,2
bảnh bao,0,0,0,1,0,0,1
báo động,0,0,1,0,0,1,2
bạo hành,1,0,1,0,0,0,2
bạo loạn,1,0,1,0,0,0,2
bão tố,0,0,1,0,0,0,1
bảo toàn,0,0,0,0,0,0,0
bảo tồn,0,0,0,0,0,0,0
bất bình,1,1,0,0,0,0,2
bắt đầu nảy nở,0,0,0,1,0,0,1
bất đồng chính kiến,1,0,1,0,0,0,2
bất khả thi,0,0,0,0,1,0,1
bất kính,1,1,0,0,0,0,2
bắt nạt,1,0,1,0,0,0,2
bát nháo,1,1,0,0,0,0,2
bất tài,0,0,0,0,1,0,1
bất tài vô dụng,0,1,0,0,1,0,2
bất xứng,0,0,0,0,1,0,1
bầu bạn,0,0,0,1,0,0,1
bầy nhầy,0,1,1,0,0,0,2
bén,0,1,1,0,0,0,2
bền chắc,0,0,0,0,0,0,0
béo,0,1,0,0,1,0,2
bí ẩn,0,0,0,1,0,1,2
bị biên tịch,0,0,0,0,1,0,1
bị bỏ rơi,0,0,0,0,1,0,1
bị bong,0,0,0,0,1,0,1
bị bong ra,0,0,0,0,1,0,1
bị bóp méo,1,1,0,0,0,0,2
bị cáo,1,0,1,0,1,0,3
bị cất giấu,0,1,0,0,1,0,2
bị chơi ngải,0,1,1,0,0,0,2
bị chôn giấu,0,1,0,0,1,0,2
bị chua,0,1,0,0,1,0,2
bị dừng lại,0,0,0,0,1,1,2
bị ếm,0,0,1,0,0,1,2
bị giam cầm,0,0,1,0,1,0,2
bị hỏng vứt đi,0,1,0,0,1,0,2
bị kết tội,0,0,1,0,1,0,2
bi kịch,0,0,1,0,1,0,2
bị kiện,1,0,1,0,1,0,3
bị làm phiền,1,0,0,0,1,0,2
bị lên men,0,1,0,0,1,0,2
bị ngừng lại,0,0,0,0,1,1,2
bị ôi,0,1,0,0,1,0,2
bi quan,0,0,0,0,1,0,1
bị rời,0,0,0,0,1,0,1
bị rời ra,0,0,0,0,1,0,1
bị sung công,0,0,0,0,1,0,1
bị thất tình,0,0,0,0,1,0,1
bị thiu,0,1,0,0,1,0,2
bị thư ngải,0,1,1,0,0,0,2
bị tịch thu,0,0,0,0,1,0,1
bị tổn thương,0,0,0,0,1,0,1
bị trật,0,0,1,0,1,0,2
bị trật khớp,0,0,1,0,1,0,2
bị trói chặt,0,1,1,0,0,0,2
bị trù ếm,0,0,1,0,0,1,2
bị tước quyền bầu cử,0,0,0,0,1,0,1
bị yểm bùa,0,0,1,0,0,1,2
bịa đặt,1,1,0,0,0,0,2
biến dạng,0,0,0,1,0,1,2
biến đổi,0,0,0,1,0,1,2
biến hoá,0,0,0,1,0,1,2
biết nói,0,1,1,0,0,0,2
biểu lộ thành kiến,1,1,0,0,0,0,2
bình chân như vại,1,1,0,0,0,0,2
bình đẳng,0,0,0,1,0,0,1
bịt mắt,0,0,1,0,0,1,2
bò con,0,0,0,1,0,0,1
bội nghĩa,1,1,0,0,0,0,2
bồn chồn,0,0,1,0,1,0,2
bóng đá,0,0,0,1,0,0,1
bóng láng,0,0,0,1,0,1,2
bóng rổ,0,0,0,1,0,0,1
bù nhìn,0,0,1,0,0,0,1
bực,1,1,0,0,0,0,2
bức bối,1,1,0,0,0,0,2
bực bội,1,1,0,0,0,0,2
bực dọc,1,1,0,0,0,0,2
bực mình,1,1,0,0,0,0,2
bực tức,1,1,0,0,0,0,2
bừng bừng lửa giận,1,1,0,0,0,0,2
buồn chán,0,0,1,0,1,0,2
buồn rầu,0,0,1,0,1,0,2
buồn thiu,0,1,0,0,1,0,2
buốt nhói,1,1,0,0,0,0,2
bứt rứt,0,0,1,0,1,0,2
cá cược,1,1,0,0,0,0,2
cá tính,0,0,0,1,0,0,1
cải tiến,0,0,0,1,0,0,1
căm,1,1,0,0,0,0,2
cam chịu,0,0,1,0,1,0,2
cám dỗ,0,0,0,1,0,0,1
căm giận,1,1,0,0,0,0,2
căm hờn,1,1,0,0,0,0,2
cảm hứng,0,0,0,1,0,0,1
cam kết,0,0,0,1,0,0,1
căm phẫn,1,1,0,0,0,0,2
cảm thông,0,0,0,1,0,0,1
căm thù,1,1,0,0,0,0,2
căm tức,1,1,0,0,0,0,2
cân đối,0,0,0,1,0,0,1
cẩn thận,0,0,1,0,0,0,1
cận thị,0,0,0,0,1,0,1
cảnh nô lệ,0,0,1,0,1,0,2
cảnh sát,0,0,1,0,0,0,1
cảnh tù tội,0,0,1,0,1,0,2
cao hơn,0,0,1,0,0,0,1
cấp phép,0,0,0,0,0,0,0
cáu,1,1,0,0,0,0,2
cáu gắt,1,1,0,0,0,0,2
cáu giận,1,1,0,0,0,0,2
cáu kỉnh,1,1,0,0,0,0,2
cẩu thả,1,1,0,0,0,0,2
cay nghiệt,1,1,0,0,0,0,2
cây xanh,0,0,0,1,0,0,1
chắc chắn,0,0,0,1,0,0,1
chải chuốt,0,0,0,1,0,0,1
chải chuốt cầu kì,0,0,0,0,0,1,1
châm chọc,0,1,0,0,1,0,2
chán ngấy,0,1,0,0,0,0,1
chật cứng,0,0,0,0,0,1,1
chật ních,0,0,0,0,0,1,1
chất quá đầy,0,0,0,0,0,1,1
chất quá nặng,0,0,0,0,0,1,1
chê trách,1,1,0,0,0,0,2
chệch,1,1,0,0,0,0,2
chết điếng,0,0,1,0,1,0,2
chết điếng người,0,0,1,0,1,0,2
chết lặng,0,0,1,0,1,0,2
chín muồi,0,0,0,0,0,0,0
chính,0,0,0,0,0,0,0
chờ đợi,0,0,0,0,0,0,0
cho phép,0,0,0,0,0,0,0
chói mắt,0,1,0,0,0,1,2
chối tai,0,1,0,0,0,0,1
chôn cất,0,0,1,0,1,0,2
chưa bán được,0,0,0,0,1,0,1
chưa giải quyết,0,0,1,0,0,0,1
chưa gọt giũa,0,0,0,1,0,0,1
chưa mài giũa,0,0,0,1,0,0,1
chua ngoa,1,1,0,0,0,0,2
chưa thanh toán,1,0,0,0,1,0,2
chúa trời,0,0,0,1,0,0,1
chua xót,0,1,0,0,1,0,2
chửi rủa,1,1,0,0,0,0,2
chung thuỷ,0,0,0,1,0,0,1
chướng tai gai mắt,1,1,0,0,0,0,2
chuyện liến thoắng,1,0,0,0,1,0,2
chuyên tâm,0,0,0,0,0,0,0
cờ bạc,1,1,0,0,0,0,2
có bóng mát,0,0,0,1,0,0,1
có bóng râm,0,0,0,1,0,0,1
cơ cực,0,0,1,0,1,0,2
cỏ dại,1,1,0,0,0,0,2
có đường nối,0,0,0,0,0,0,0
có gu thẩm mĩ,0,0,0,1,0,0,1
có gu thẩm mỹ,0,0,0,1,0,0,1
có hạn,0,0,0,0,1,0,1
có học,0,0,0,0,0,0,0
có hứng thú,0,0,0,1,0,0,1
có khả năng,0,0,0,0,0,0,0
có khiếu nhạc,0,0,0,1,0,0,1
có khiếu thẩm mĩ,0,0,0,1,0,0,1
có khiếu thẩm mỹ,0,0,0,1,0,0,1
có luận chứng,0,0,0,1,1,0,2
có ma,0,0,1,0,1,0,2
có mắt thẫm mĩ,0,0,0,1,0,0,1
có mắt thẫm mỹ,0,0,0,1,0,0,1
có mùi ôi thiu,0,1,1,0,0,0,2
có óc thẩm mĩ,0,0,0,1,0,0,1
có óc thẩm mỹ,0,0,0,1,0,0,1
có tài năng âm nhạc,0,0,0,1,0,0,1
có thẩm mĩ,0,0,0,1,0,0,1
có thẩm mỹ,0,0,0,1,0,0,1
có thể tái tạo,0,0,0,1,0,0,1
có tính thám hiểm,0,0,0,1,0,1,2
có tội,0,0,1,0,1,0,2
cộc cằn,1,1,0,0,0,0,2
coi chừng,0,0,1,0,0,0,1
còn nguyên vẹn,0,0,0,1,0,0,1
cơn thịnh nộ,1,0,1,0,0,0,2
công an,0,0,1,0,0,0,1
cống hiến,0,0,0,1,0,0,1
công kíc,1,0,1,0,0,0,2
công tâm,0,0,0,0,0,0,0
cốt lõi,0,0,0,1,0,0,1
cự tuyệt,0,0,0,0,1,0,1
cục cằn,0,1,1,0,0,0,2
cực khoái,0,0,0,1,0,0,1
cún yêu,0,0,0,0,0,0,0
cuộc may rủi,0,0,0,0,0,1,1
cuốn hút,0,0,0,1,0,0,1
cuồng bạo,1,1,0,0,0,0,2
cưỡng bức,1,0,1,0,0,0,2
cương cứng,0,0,0,1,0,1,2
cuồng điên,0,0,1,0,0,1,2
đã chế biến,0,0,0,1,0,0,1
đã được công nhận,0,0,0,1,0,0,1
đa kháng thể,0,0,0,0,0,1,1
đã quên,0,0,1,0,1,0,2
đa số,0,0,0,1,0,0,1
đã thuần dưỡng,0,0,0,1,0,0,1
đã xử lí,0,0,0,0,0,0,0
dai dẳng,1,1,0,0,0,0,2
đãi tiệc,0,0,0,1,0,0,1
dâm đãng,1,1,0,0,0,0,2
dâm dật,0,1,0,0,0,1,2
dâm dục,0,1,0,0,0,1,2
đám ma,0,0,1,0,1,0,2
dâm ô,1,1,0,0,0,0,2
dâm tà,1,1,0,0,0,0,2
đáng ca tụng,0,0,0,1,0,0,1
đáng ghét,1,0,0,0,1,0,2
đáng khen ngợi,0,0,0,1,0,0,1
đáng khinh,1,1,0,0,0,0,2
đăng quang,0,0,0,1,0,0,1
đáng sợ,0,0,1,0,1,0,2
đáng tin cậy,0,0,0,1,0,0,1
đáng tuyên dương,0,0,0,1,0,0,1
đánh bạc,0,0,0,0,0,1,1
đanh đá,1,1,0,0,0,0,2
đánh đập,1,0,1,0,0,0,2
đánh lừa,1,0,1,0,0,0,2
đảo lộn,1,1,0,0,0,0,2
đào tạo,0,0,0,1,0,0,1
dấp dính,0,1,1,0,0,0,2
đầu độc,0,1,1,0,0,0,2
đầu đường xó chợ,0,0,1,0,1,0,2
đầu gấu,1,0,1,0,0,0,2
đầu lòng,0,0,0,1,0,0,1
dấu yêu,0,0,0,1,0,0,1
đầy,0,0,1,0,1,0,2
đầy ăm ắp,0,0,0,1,0,1,2
đầy ắp,0,0,0,1,0,1,2
đầy mầm bệnh,0,0,1,0,0,0,1
đầy thiện cảm,0,0,0,0,0,0,0
đầy tràn,0,0,0,1,0,1,2
dể bảo,0,0,0,0,0,0,0
dễ bị hại,0,1,1,0,0,0,2
dễ bị lừa,0,0,0,0,1,0,1
dễ cáu kỉnh,1,1,0,0,0,0,2
dễ gần,0,0,0,1,0,0,1
dễ gạt,0,1,1,0,0,0,2
dễ hấp thụ,0,0,0,1,0,0,1
dễ học,0,0,0,1,0,0,1
dễ kích động,1,1,0,0,0,0,2
dễ lừa,0,1,1,0,0,0,2
dễ nổi nóng,1,1,0,0,0,0,2
dễ nóng giận,1,1,0,0,0,0,2
đề phòng,0,0,1,0,0,0,1
dể tin,0,0,0,0,1,0,1
dễ tức,1,1,0,0,0,0,2
dễ ưa,0,0,0,1,0,0,1
dễ vỡ,0,0,1,0,1,0,2
đen,0,0,1,0,1,0,2
đểu,1,0,1,0,0,0,2
đều đặn,0,0,0,0,0,0,0
đểu giả,1,1,0,0,0,0,2
đi lính,1,0,0,0,1,0,2
đi nghỉ,0,0,0,1,0,0,1
địch,1,0,1,0,0,0,2
đích thực,0,0,0,1,0,0,1
điểm không,0,1,1,0,0,0,2
điện,0,0,0,1,0,1,2
điên tiết,1,1,0,0,0,0,2
diệt khuẩn,0,0,0,0,0,0,0
điều trị,0,0,0,1,0,0,1
đơ,0,0,0,0,1,0,1
đờ,0,0,0,0,1,0,1
đờ đẫn,0,0,0,0,1,0,1
do dự,0,0,1,0,0,0,1
dở hơi,1,0,1,0,0,0,2
dở hơn,0,0,1,0,1,0,2
đồ khốn,0,1,0,0,1,0,2
đổ nát,0,1,0,0,1,0,2
đồ ngu,1,1,0,0,0,0,2
đoán trước,0,0,1,0,0,0,1
độc địa,0,0,1,0,0,1,2
độc thần,0,1,0,0,1,0,2
đói,0,1,0,0,0,0,1
đối địch,1,1,0,0,0,0,2
đổi màu,0,1,0,0,1,0,2
đổi mới,0,0,0,1,0,0,1
đơn phương,0,0,0,0,1,0,1
đồng bóng,0,1,1,0,0,0,2
đỏng đảnh,0,0,0,1,0,0,1
đốt nhà,1,0,1,0,0,0,2
đốt phá,1,0,1,0,0,0,2
đủ ăn,0,0,0,1,0,0,1
đủ lông đủ cánh,0,0,0,1,0,0,1
đứa bé,0,0,0,1,0,0,1
dựa dẫm,0,0,0,0,0,0,0
đứa trẻ,0,0,0,1,0,0,1
đúng,0,0,0,1,0,0,1
đứng đầu,0,0,0,0,0,0,0
đúng luật,0,0,0,1,0,0,1
đụng nhau,1,0,1,0,0,0,2
được ban phúc,0,0,0,1,0,0,1
được bảo vệ,0,0,0,0,0,0,0
được cải tạo,0,0,0,1,0,0,1
được cải thiện,0,0,0,1,0,0,1
được canh giữ,0,0,0,0,0,0,0
được canh phòng,0,0,0,0,0,0,0
được chiều,1,1,0,1,0,0,3
được chọn lọc,0,0,0,0,0,0,0
được cổ vũ,0,0,0,0,0,0,0
được cưng chiều,1,1,0,1,0,0,3
được động chạm,0,0,0,1,0,0,1
được đóng dấu,0,0,0,0,0,0,0
được động viên,0,0,0,0,0,0,0
được giữ gìn,0,0,0,0,0,0,0
được giúp,0,0,0,1,0,0,1
được hỗ trợ,0,0,0,1,0,0,1
được khuyến khích,0,0,0,0,0,0,0
được lọc lựa,0,0,0,0,0,0,0
được nâng cấp,0,0,0,1,0,0,1
được niêm phong,0,0,0,0,0,0,0
được phát triển,0,0,0,1,0,0,1
được phòng vệ,0,0,0,0,0,0,0
được siết chặt,0,0,0,0,0,0,0
được thiên vị,1,1,0,1,0,0,3
được trang trí,0,0,0,1,0,0,1
được trợ giúp,0,0,0,1,0,0,1
được tuyển,0,0,0,0,0,0,0
được tuyển chọn,0,0,0,0,0,0,0
được ưa thích,0,0,0,1,0,0,1
duy trì,0,0,0,0,0,0,0
eo hẹp,0,1,0,0,0,0,1
gan chuột nhắt,0,0,1,0,1,0,2
gần gũi,0,0,0,1,0,0,1
gần gụi,0,0,0,1,0,0,1
gan thỏ đế,0,0,1,0,1,0,2
gắt,1,1,0,0,0,0,2
gặt hái,0,0,0,1,0,0,1
gầy gò,0,1,0,0,1,0,2
gây hấn,1,0,1,0,0,0,2
gây kinh hoàng,0,0,1,0,0,1,2
gây nghẹt thở,0,0,1,0,1,0,2
gây ngột ngạt,0,0,1,0,1,0,2
gây run,0,0,1,0,0,1,2
gây sốc,0,0,1,0,0,1,2
gây tai nạn rồi bỏ trốn,1,1,0,0,0,0,2
gây thiện cảm,0,0,0,0,0,0,0
gây tranh cãi,1,1,0,0,0,0,2
ghét cay ghét đắng,1,0,0,0,1,0,2
giả tạo,0,1,1,0,0,0,2
giận,1,1,0,0,0,0,2
giận điên,1,1,0,0,0,0,2
giận điên người,1,1,0,0,0,0,2
giận dỗi,1,0,0,0,1,0,2
giận dữ,1,1,0,0,0,0,2
gian lận,1,1,0,0,0,0,2
giận tái người,1,1,0,0,0,0,2
giận tím gan,1,1,0,0,0,0,2
gian trá,1,1,0,0,0,0,2
gian xảo,1,1,0,0,0,0,2
giông bão,0,0,1,0,0,0,1
giống thật,0,0,0,1,0,0,1
giông tố,0,0,1,0,0,0,1
giữ gin,0,0,0,0,0,0,0
giúp đỡ,0,0,0,1,0,0,1
hà khắc,1,1,0,0,0,0,2
haăng hái,0,0,0,1,0,0,1
hài hòa,0,0,0,1,0,0,1
hãi hùng,0,0,1,0,0,1,2
hài lòng,0,0,0,1,0,0,1
ham biết,0,0,0,1,0,0,1
hâm mộ,0,0,0,1,0,0,1
hạn hẹp,0,1,0,0,1,0,2
hằn học,1,1,0,0,0,0,2
hạng bét,0,1,0,0,1,0,2
hăng hái,0,0,0,1,0,0,1
hành động,1,1,0,0,0,0,2
hành hạ,1,0,1,0,0,0,2
hành hung,1,0,1,0,0,0,2
hào hoa phong nhã,0,0,0,1,0,0,1
hào phóng,0,0,0,1,0,0,1
hảo tâm,0,0,0,1,0,0,1
hấp dẫn,0,0,0,1,0,0,1
hậu môn,1,1,0,0,0,0,2
hay cãi nhau,1,0,1,0,0,0,2
hay gắt gỏng,1,1,0,0,0,0,2
hay hằn học,1,1,0,0,0,0,2
hay nóng giận,1,1,0,0,0,0,2
hèn,0,0,1,0,1,0,2
hẻo lánh,0,0,0,0,1,0,1
hết thời thanh xuân,0,0,1,0,1,0,2
hiểm độc,0,1,1,0,0,0,2
hiếm gặp,0,0,0,1,0,1,2
hiếm xảy ra,0,0,0,1,0,1,2
hiền lành,0,0,0,1,0,0,1
hiếu chiến,1,0,1,0,0,0,2
hiếu kỳ,0,0,0,0,0,1,1
hiệu quả,0,0,0,0,0,0,0
hiệu quả cao,0,0,0,0,0,1,1
hồ đồ,1,1,0,0,0,0,2
hồ hởi,0,0,0,1,0,1,2
hòa giải,0,0,0,0,0,0,0
hòa hợp,0,0,0,1,0,0,1
hòa thuận,0,0,0,1,0,0,1
hoan nghênh,0,0,0,0,0,0,0
hoàn thành,0,0,0,1,0,0,1
hoàng đế,0,0,1,0,0,0,1
hoảng hốt,0,0,1,0,0,1,2
hoang mang,0,0,1,0,0,1,2
hoảng sợ,0,0,1,0,0,1,2
hoàng tử Bạch Mã,0,0,0,1,0,1,2
hoen ố,0,0,0,0,1,0,1
hội đồng,0,0,0,0,0,0,0
hói trán,0,0,0,0,1,0,1
hỗn độn,0,0,1,0,0,1,2
hỗn hợp,0,1,0,0,1,0,2
hỗn loạn,1,0,1,0,0,0,2
hổn loạn,1,0,1,0,0,0,2
hỗn tạp,0,1,0,0,1,0,2
hỏng,0,0,0,0,1,0,1
hơp nhất,0,0,0,0,0,0,0
hợp nhất,0,0,0,1,0,0,1
hợp pháp,0,0,0,1,0,0,1
hốt hoảng,0,0,1,0,0,1,2
hư cấu,1,1,0,0,0,0,2
hư đốn,1,1,0,0,0,0,2
hứa hẹn tốt,0,0,0,1,0,0,1
hứng,0,0,0,1,0,0,1
hung hăng,1,0,1,0,0,0,2
hùng hổ,1,0,1,0,0,0,2
hùng vĩ,0,0,0,1,0,1,2
